id,name,picture_url,host_since,host_verifications,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,formatted_amenities,performance_score
22494543,Cozy Bedroom with Own Bathroom & Assigned Parking,https://a0.muscache.com/pictures/97b5eec4-9163-44fe-97a6-4fe60e2a20e1.jpg,2017-12-10,"[""email"", ""phone""]",t,t,37.37926,-121.83743,Private room in bungalow,Private room,1,1.0,1.0,1.0,"[""Bed linens"", ""Portable air conditioning"", ""Body soap"", ""Long term stays allowed"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Toaster"", ""Wine glasses"", ""Hair dryer"", ""Fire extinguisher"", ""Laundromat nearby"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Safe"", ""Conditioner"", ""Shampoo"", ""Kitchen"", ""Wifi"", ""Portable heater"", ""Mini fridge"", ""Coffee maker"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Hot water kettle"", ""Gas stove"", ""Free dryer \u2013 In building"", ""Lock on bedroom door"", ""Smart lock"", ""Ceiling fan"", ""Clothing storage: closet"", ""Free driveway parking on premises \u2013 1 space"", ""Smoke alarm"", ""Dedicated workspace"", ""Dining table"", ""Single level home"", ""Extra pillows and blankets"", ""Private entrance"", ""Self check-in"", ""Free washer \u2013 In building"", ""Microwave""]",48.0,31,365,t,0,0,24,298,24,4.92,4.83,5.0,5.0,5.0,4.83,4.91,f,0.28,"[""Kitchen"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking""]",27.57
22534560,(1) Cupertino Private Apartment,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjI1MzQ1NjA%3D/original/6200feaa-4b74-4521-91a0-300a38219d13.jpeg,2017-11-18,"[""phone""]",t,t,37.30133,-122.03572,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Bed linens"", ""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""Private patio or balcony"", ""Oven"", ""Hair dryer"", ""Free parking on premises"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Keypad"", ""Kitchen"", ""Shampoo"", ""Dryer"", ""Wifi"", ""Coffee maker"", ""TV"", ""Refrigerator"", ""Dishes and silverware"", ""Free street parking"", ""Bathtub"", ""Hot water"", ""Window AC unit"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Dishwasher"", ""Stove"", ""Self check-in"", ""Extra pillows and blankets"", ""Iron"", ""Private entrance"", ""Microwave"", ""Room-darkening shades""]",109.0,2,1125,t,8,16,29,218,62,4.77,4.85,4.84,4.95,4.98,4.85,4.81,t,0.74,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Easy Access"", ""Parking"", ""Outdoors""]",35.14
22536190,"Cozy room upstairs in Almaden, San Jose, CA",https://a0.muscache.com/pictures/airflow/Hosting-22536190/original/760fffdf-d0b7-486a-8406-bd5ababef24d.jpg,2011-09-14,"[""email"", ""phone"", ""work_email""]",t,t,37.20043,-121.82897,Private room in home,Private room,1,1.0,1.0,1.0,"[""Bed linens"", ""Long term stays allowed"", ""Private living room"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Outdoor dining area"", ""Freezer"", ""Toaster"", ""Oven"", ""Hair dryer"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Cleaning available during stay"", ""Kitchen"", ""Wifi"", ""Free washer"", ""Private backyard"", ""Refrigerator"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Hot water kettle"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Lock on bedroom door"", ""Exterior security cameras on property"", ""Outdoor furniture"", ""Smart lock"", ""Smoke alarm"", ""Air conditioning"", ""Dishwasher"", ""Indoor fireplace"", ""Stove"", ""Extra pillows and blankets"", ""Dining table"", ""Self check-in"", ""Iron"", ""Microwave""]",45.0,3,1125,t,0,0,0,115,10,4.4,4.5,4.5,4.6,4.6,4.3,4.5,f,0.12,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Easy Access"", ""Parking"", ""Outdoors""]",45.45
22569693,Nice Room in a Quaint House in Silicon Valley-E1,https://a0.muscache.com/pictures/d2222977-4648-4ba0-a123-8982cefae8c2.jpg,2017-07-28,"[""phone""]",t,t,37.33868,-121.95866,Private room in home,Private room,2,1.0,1.0,2.0,"[""Washer"", ""Private living room"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Kitchen"", ""Shampoo"", ""Lockbox"", ""Wifi"", ""Dryer"", ""Coffee maker"", ""TV"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Lock on bedroom door"", ""Smoke alarm"", ""Indoor fireplace"", ""Self check-in"", ""Iron"", ""Microwave""]",69.0,1,29,t,30,60,90,364,125,4.65,4.86,4.49,4.86,4.85,4.91,4.74,t,1.49,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Easy Access"", ""Parking""]",33.86
22601129,Bright and quiet 2BR 1BA by Santana Row,https://a0.muscache.com/pictures/6d6912fa-c4e7-4b24-8d6d-2e0dd5c60091.jpg,2013-02-27,"[""email"", ""phone""]",t,t,37.31035,-121.94676,Entire home,Entire home/apt,4,1.0,2.0,2.0,"[""Bed linens"", ""Portable air conditioning"", ""Body soap"", ""Long term stays allowed"", ""Clothing storage: wardrobe and dresser"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 326 Mbps"", ""Freezer"", ""Toaster"", ""Hair dryer"", ""45 inch HDTV with HBO Max, Netflix"", ""Laundromat nearby"", ""Hangers"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Conditioner"", ""Shampoo"", ""Kitchen"", ""Coffee maker"", ""Refrigerator"", ""Portable fans"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Shower gel"", ""BBQ grill: gas"", ""Smart lock"", ""Courtyard view"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishwasher"", ""Stove"", ""Dining table"", ""Self check-in"", ""Iron"", ""Garden view"", ""Private entrance"", ""Microwave""]",145.0,2,360,t,0,0,0,179,181,4.82,4.85,4.79,4.92,4.91,4.87,4.72,f,2.14,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors"", ""Scenic View""]",47.86
22690560,Cozy guest room in an elegant house,https://a0.muscache.com/pictures/d7f52b3a-92b8-4f10-8129-6c4d9cc1c596.jpg,2018-01-11,"[""email"", ""phone"", ""work_email""]",t,t,37.30683,-121.75942,Private room in home,Private room,2,1.0,1.0,1.0,"[""Fast wifi \u2013 595 Mbps"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""Cleaning products"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Free parking on premises"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dryer"", ""Refrigerator"", ""Free street parking"", ""Hot water"", ""Patio or balcony"", ""Lock on bedroom door"", ""Outdoor furniture"", ""Smart lock"", ""Smoke alarm"", ""BBQ grill"", ""Air conditioning"", ""Dedicated workspace"", ""Self check-in"", ""Extra pillows and blankets"", ""Iron"", ""Microwave"", ""Room-darkening shades""]",65.0,2,28,t,14,26,52,52,135,4.97,4.99,4.99,4.99,5.0,4.88,4.96,f,1.61,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors""]",72.06
22754896,Cozy Private 1BR+1BA Near Santana Row,https://a0.muscache.com/pictures/bf2253fa-91e3-4395-b7da-883c24dc9817.jpg,2013-02-27,"[""email"", ""phone""]",t,t,37.3103,-121.94772,Entire home,Entire home/apt,1,1.0,1.0,1.0,"[""Bed linens"", ""Fast wifi \u2013 340 Mbps"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Oven"", ""Hair dryer"", ""Shared patio or balcony"", ""Free parking on premises"", ""Hangers"", ""Essentials"", ""Heating"", ""Shampoo"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Outdoor furniture"", ""Smart lock"", ""Smoke alarm"", ""BBQ grill"", ""Air conditioning"", ""Dedicated workspace"", ""Shared backyard \u2013 Fully fenced"", ""Self check-in"", ""Iron"", ""Private entrance"", ""Microwave"", ""HDTV with HBO Max, Netflix, Roku""]",89.0,5,1125,t,0,0,0,176,44,4.84,4.86,4.82,4.93,4.95,4.84,4.73,f,0.53,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors""]",33.65
22882213,Hillside Retreat Private 2-Room Guest Unit & Pool,https://a0.muscache.com/pictures/c1c82019-c7f4-4bbd-97e0-119f13519519.jpg,2015-02-04,"[""email"", ""phone""]",t,t,37.36018,-121.80801,Entire guest suite,Entire home/apt,5,1.0,2.0,3.0,"[""Bed linens"", ""Body soap"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Coffee"", ""Private patio or balcony"", ""Wine glasses"", ""Hair dryer"", ""Free parking on premises"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Luggage dropoff allowed"", ""Conditioner"", ""Shampoo"", ""Mountain view"", ""Lockbox"", ""City skyline view"", ""Microwave"", ""Portable heater"", ""Fast wifi \u2013 67 Mbps"", ""Mini fridge"", ""Central air conditioning"", ""Refrigerator"", ""Coffee maker"", ""Park view"", ""Dishes and silverware"", ""Free street parking"", ""Bathtub"", ""Hot water"", ""Hot water kettle"", ""Smoking allowed"", ""Exterior security cameras on property"", ""55 inch HDTV with Disney+"", ""Courtyard view"", ""Smoke alarm"", ""Dedicated workspace"", ""Self check-in"", ""Extra pillows and blankets"", ""Books and reading material"", ""Iron"", ""Garden view"", ""Private entrance"", ""Pool view"", ""Private outdoor pool - available seasonally, open specific hours, lap pool""]",107.0,1,1125,t,22,48,55,55,703,4.86,4.89,4.85,4.97,4.96,4.91,4.82,t,8.95,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors"", ""Scenic View""]",54.18
22887097,Santana Row Properties #7 - Silicon Valley Getaway,https://a0.muscache.com/pictures/a66ab6c3-09e2-4a87-a391-8b0ac57bfa26.jpg,2016-01-15,"[""email"", ""phone"", ""work_email""]",t,t,37.32201,-121.9475777,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Pack \u2019n play/Travel crib - always at the listing"", ""Bed linens"", ""Whirlpool stainless steel gas stove"", ""Long term stays allowed"", ""Ethernet connection"", ""Carbon monoxide alarm"", ""Oven"", ""Hair dryer"", ""Crib - always at the listing"", ""Fire extinguisher"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Kitchen"", ""Shampoo"", ""Dryer"", ""Wifi"", ""Free residential garage on premises \u2013 1 space"", ""Elevator"", ""TV"", ""Central heating"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Coffee maker: Keurig coffee machine"", ""Free street parking"", ""Bathtub"", ""Hot water"", ""Host greets you"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Movie theater"", ""Air conditioning"", ""Dedicated workspace"", ""Dishwasher"", ""Single level home"", ""Extra pillows and blankets"", ""Iron"", ""Private entrance"", ""Microwave"", ""Room-darkening shades""]",195.0,3,90,t,25,55,85,359,185,4.86,4.9,4.85,4.85,4.89,4.96,4.75,t,2.21,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Family Friendly""]",36.72
22889998,Sweet as can Bee'Inn         Los Gatos!,https://a0.muscache.com/pictures/f8905fc4-a022-4e3c-ba8d-dbf52531d240.jpg,2018-01-22,"[""email"", ""phone""]",t,f,37.24164,-121.95738,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Bed linens"", ""Body soap"", ""Long term stays allowed"", ""Washer"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Free carport on premises \u2013 1 space"", ""Oven"", ""Hair dryer"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Kitchen"", ""Shampoo"", ""Lockbox"", ""Dryer"", ""Wifi"", ""Coffee maker"", ""TV"", ""Refrigerator"", ""Dishes and silverware"", ""Free street parking"", ""Bathtub"", ""Hot water"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Dishwasher"", ""Stove"", ""Single level home"", ""Extra pillows and blankets"", ""Self check-in"", ""Iron"", ""Private entrance"", ""Microwave""]",185.0,5,180,t,5,5,5,5,57,4.89,4.82,4.89,5.0,4.96,4.91,4.77,f,0.68,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking""]",77.97
22901359,2Dragonfly 2Br/1Ba Home in Mountain View,https://a0.muscache.com/pictures/82374b84-68d7-42b0-bee2-19443df9500d.jpg,2013-05-25,"[""email"", ""phone""]",t,f,37.39479,-122.08789,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,"[""Bed linens"", ""Long term stays allowed"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Coffee"", ""Toaster"", ""Oven"", ""Hair dryer"", ""Private entrance"", ""Laundromat nearby"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Clothing storage: closet and wardrobe"", ""Heating"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Keypad"", ""Cleaning available during stay"", ""Kitchen"", ""TV with Apple TV"", ""Shampoo"", ""Wifi"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Free dryer \u2013 In building"", ""Baking sheet"", ""Outdoor furniture"", ""Shower gel"", ""Smoke alarm"", ""Air conditioning"", ""Shared backyard \u2013 Fully fenced"", ""Dishwasher"", ""Stove"", ""Dining table"", ""Self check-in"", ""Books and reading material"", ""Iron"", ""Free washer \u2013 In building"", ""Microwave""]",130.0,30,120,t,26,56,85,85,124,4.85,4.87,4.89,4.94,4.95,4.91,4.76,f,1.51,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Easy Access"", ""Parking"", ""Outdoors""]",56.47
22911987,1905 Ranch House Room #5,https://a0.muscache.com/pictures/a483c58b-521f-4dbc-9387-5984ae601970.jpg,2014-04-11,"[""email"", ""phone""]",t,t,37.39694,-122.09122,Private room in home,Private room,2,3.5,0.0,1.0,"[""Bed linens"", ""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""Breakfast"", ""Oven"", ""Hair dryer"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Keypad"", ""Cleaning available during stay"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Dryer"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishwasher"", ""Stove"", ""Self check-in"", ""Extra pillows and blankets"", ""Iron"", ""Microwave""]",62.0,2,360,t,19,40,70,344,76,4.92,4.96,4.93,4.96,4.93,4.92,4.88,f,0.91,"[""Kitchen"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking""]",35.61
22925426,HackerHome - San Jose: entire room for a group!,https://a0.muscache.com/pictures/miso/Hosting-22925426/original/e9a42f50-362b-4f85-a720-fb3fc2db857e.jpeg,2009-10-06,"[""email"", ""phone"", ""work_email""]",t,t,37.33057,-121.87464,Private room in home,Private room,4,3.0,1.0,1.0,"[""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Iron"", ""Hot water"", ""Dryer"", ""Hair dryer""]",40.0,30,1125,t,30,60,90,365,6,5.0,4.67,4.67,4.67,4.83,4.83,5.0,f,0.07,"[""Kitchen"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials""]",6.79
22959655,Manzanita Cottage in the Heart of Silicon Valley,https://a0.muscache.com/pictures/miso/Hosting-22959655/original/f35e7a83-5acc-4b79-a384-b165e01ae257.jpeg,2015-05-10,"[""email"", ""phone""]",t,t,37.3435,-121.96074,Entire cottage,Entire home/apt,3,1.0,1.0,1.0,"[""Bed linens"", ""Washer"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Coffee"", ""Freezer"", ""Breakfast"", ""Toaster"", ""Oven"", ""Hair dryer"", ""Wine glasses"", ""Fast wifi \u2013 485 Mbps"", ""Private patio or balcony"", ""Fire extinguisher"", ""Private entrance"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Cooking basics"", ""Keypad"", ""Children\u2019s books and toys"", ""Kitchen"", ""Shampoo"", ""Dryer"", ""Barbecue utensils"", ""Microwave"", ""Backyard - Not fully fenced"", ""Coffee maker"", ""Central air conditioning"", ""TV"", ""Central heating"", ""Refrigerator"", ""Dishes and silverware"", ""Free street parking"", ""Rice maker"", ""Bathtub"", ""Hot water"", ""Hot water kettle"", ""Exterior security cameras on property"", ""BBQ grill: gas"", ""Ceiling fan"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishwasher"", ""Stove"", ""Dining table"", ""Extra pillows and blankets"", ""Books and reading material"", ""Single level home"", ""Iron"", ""Self check-in"", ""Dove conditioner"", ""Dove body soap"", ""Room-darkening shades""]",125.0,2,1125,t,6,6,6,151,191,4.94,4.94,4.9,4.97,4.96,4.93,4.9,f,2.28,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors"", ""Family Friendly""]",48.61
22969574,Charming Loft/Studio: Los Altos/Palo Alto/Mt. View,https://a0.muscache.com/pictures/4363bda1-f2e2-4ace-a106-5f3f8099b727.jpg,2015-08-23,"[""phone""]",t,t,37.39319,-122.1198,Entire guest suite,Entire home/apt,4,1.5,0.0,1.0,"[""Bed linens"", ""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""Oven"", ""Hair dryer"", ""Backyard"", ""Fire extinguisher"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Dryer"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Patio or balcony"", ""TV with Roku"", ""Shower gel"", ""Smart lock"", ""Smoke alarm"", ""Air conditioning"", ""Dishwasher"", ""Stove"", ""Self check-in"", ""Extra pillows and blankets"", ""Iron"", ""Private entrance"", ""Microwave""]",119.0,28,1125,t,30,60,90,364,100,4.9,4.9,4.82,4.99,4.96,4.91,4.82,f,1.19,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Easy Access"", ""Parking"", ""Outdoors""]",14.89
22988118,"Cute Separate Place with kitchen, washer, dryer .",https://a0.muscache.com/pictures/983c98d7-2cd3-4108-bcc4-c1abf516de57.jpg,2017-12-03,"[""email"", ""phone""]",t,t,37.40156,-121.96102,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,"[""Bed linens"", ""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""Window guards"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Heating"", ""Drying rack for clothing"", ""Cooking basics"", ""Keypad"", ""Kitchen"", ""Wifi"", ""Dryer"", ""TV"", ""Refrigerator"", ""Dishes and silverware"", ""Free street parking"", ""Hot water"", ""Clothing storage: closet"", ""Smoke alarm"", ""Air conditioning"", ""Indoor fireplace"", ""Stove"", ""Extra pillows and blankets"", ""Self check-in"", ""Private entrance"", ""Microwave""]",91.0,5,150,t,0,1,1,106,39,4.36,4.59,4.36,4.87,4.82,4.77,4.54,f,0.46,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Easy Access"", ""Parking""]",43.47
23000723,"Executive home, close to main SV businesses.",https://a0.muscache.com/pictures/miso/Hosting-23000723/original/52335e25-7510-4ea2-952e-3046ab4f5cc1.jpeg,2016-01-15,"[""email"", ""phone""]",t,t,37.3394,-122.07901,Private room in home,Private room,1,1.0,1.0,1.0,"[""Lock on bedroom door"", ""Wifi"", ""Free parking on premises"", ""Fire extinguisher"", ""Washer"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Iron"", ""Dryer"", ""Hair dryer""]",60.0,30,90,t,8,8,8,89,53,4.62,4.79,4.75,4.85,4.7,4.83,4.67,f,0.63,"[""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Parking""]",61.62
23021766,"Palo Alto Gardens ,  a hidden Oasis",https://a0.muscache.com/pictures/ee39a826-5dbf-429e-8dbc-9ae5550c2445.jpg,2017-03-29,"[""email"", ""phone""]",t,t,37.40543,-122.11361,Private room in guesthouse,Private room,1,1.0,1.0,1.0,"[""Bed linens"", ""Long term stays allowed"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Toaster"", ""Oven"", ""Hair dryer"", ""Blender"", ""Shared patio or balcony"", ""Kirkland body soap"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Heating"", ""Drying rack for clothing"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Keypad"", ""Conditioner"", ""Shampoo"", ""Kitchen"", ""Wifi"", ""Coffee maker"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free street parking"", ""Rice maker"", ""Bathtub"", ""Hot water"", ""Hot water kettle"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Ceiling fan"", ""Smoke alarm"", ""Dedicated workspace"", ""Shared backyard \u2013 Fully fenced"", ""Dishwasher"", ""Stove"", ""Dining table"", ""Extra pillows and blankets"", ""Books and reading material"", ""Single level home"", ""Iron"", ""Garden view"", ""Private entrance"", ""Microwave"", ""Self check-in"", ""Room-darkening shades""]",93.0,28,28,t,30,60,90,179,21,4.95,5.0,5.0,5.0,5.0,4.95,4.67,f,0.26,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors"", ""Scenic View""]",69.79
23055841,The CarriageHouse Flat | 1bd | 5min to SJC Airport,https://a0.muscache.com/pictures/e8ca429a-6572-4a69-a387-b20dd8627916.jpg,2014-04-11,"[""email"", ""phone""]",t,t,37.34389877,-121.92700195,Entire guesthouse,Entire home/apt,4,1.0,1.0,3.0,"[""Bed linens"", ""Body soap"", ""Long term stays allowed"", ""Washer"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 217 Mbps"", ""Pets allowed"", ""Oven"", ""Hair dryer"", ""Wine glasses"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Laundromat nearby"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Conditioner"", ""Shampoo"", ""Kitchen"", ""Dryer"", ""Lockbox"", ""Refrigerator"", ""Dishes and silverware"", ""Coffee maker: Keurig coffee machine"", ""Free street parking"", ""Bathtub"", ""Hot water"", ""HDTV"", ""Baking sheet"", ""Exterior security cameras on property"", ""Outdoor furniture"", ""Clothing storage: closet"", ""Smoke alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Dishwasher"", ""Stove"", ""Self check-in"", ""Extra pillows and blankets"", ""Iron"", ""Private entrance"", ""Microwave"", ""Room-darkening shades""]",158.0,30,1125,t,30,60,90,365,44,4.82,4.93,4.73,4.98,4.89,4.73,4.52,t,0.54,"[""Kitchen"", ""Entertainment"", ""Connectivity"", ""Climate Control"", ""Laundry"", ""Bathroom"", ""Safety"", ""Essentials"", ""Workspace"", ""Easy Access"", ""Parking"", ""Outdoors""]",24.06
